"id","user","message","date",
"3200","Joshua","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 10:01:24",
"3201","1858","exam started for Test1 Test","2013-12-10 10:01:34",
"3202","Joshua","Invigilator Joshua  signed in","2013-12-10 10:04:46",
"3203","Joshua","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 10:04:46",
"3204","1858","exam started for Test1 Test","2013-12-10 10:04:57",
"3205","1858","exam started for Test1 Test","2013-12-10 10:06:16",
"3206","1858","exam started for Test1 Test","2013-12-10 10:07:05",
"3207","Joshua","Examinee Test1 Test exam complete email sent by Joshua","2013-12-10 10:07:14",
"3208","Admin01","Administrator  Admin01 signed in","2013-12-17 07:44:44",
"3209","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 07:44:44",
"3210","Admin01","Administrator  Admin01 signed in","2013-12-17 07:45:53",
"3211","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 07:45:53",
"3212","Admin01","Examinee Joey Tester edited by Admin01","2013-12-17 07:46:36",
"3213","Admin01","Admin01 logged out","2013-12-17 07:46:52",
"3214","jon","Invigilator jon  signed in","2013-12-17 07:46:56",
"3215","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 07:46:56",
"3216","1860","exam sequence built for Joey Tester","2013-12-17 07:47:03",
"3217","1860","exam started for Joey Tester","2013-12-17 07:47:15",
"3218","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:47:32",
"3219","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:52:29",
"3220","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:53:23",
"3221","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:54:09",
"3222","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:54:49",
"3223","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:57:08",
"3224","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 07:57:18",
"3225","jon","Examinee Joey Tester exam complete email sent by jon","2013-12-17 08:00:23",
"3226","jon","jon logged out","2013-12-17 08:00:36",
"3227","Admin01","Administrator  Admin01 signed in","2013-12-17 08:01:06",
"3228","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:01:06",
"3229","Admin01","Examinee Kayden Henderson edited by Admin01","2013-12-17 08:01:49",
"3230","Admin01","Admin01 logged out","2013-12-17 08:04:00",
"3231","jon","Invigilator jon  signed in","2013-12-17 08:04:11",
"3232","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:04:11",
"3233","1861","exam sequence built for Kayden Henderson","2013-12-17 08:04:19",
"3234","1861","exam started for Kayden Henderson","2013-12-17 08:05:49",
"3235","jon","Examinee Kayden Henderson exam complete email sent by jon","2013-12-17 08:06:07",
"3236","Admin01","Administrator  Admin01 signed in","2013-12-17 08:10:40",
"3237","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:10:40",
"3238","jon","Invigilator jon  signed in","2013-12-17 08:10:57",
"3239","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:10:57",
"3240","jon","Invigilator jon  signed in","2013-12-17 08:11:13",
"3241","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:11:13",
"3242","jon","jon logged out","2013-12-17 08:15:21",
"3243","Admin01","Administrator  Admin01 signed in","2013-12-17 08:15:32",
"3244","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:15:32",
"3245","Admin01","Examinee Ruby Martinez edited by Admin01","2013-12-17 08:15:48",
"3246","Admin01","Admin01 logged out","2013-12-17 08:17:12",
"3247","jon","Invigilator jon  signed in","2013-12-17 08:17:17",
"3248","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:17:17",
"3249","1861","exam started for Kayden Henderson","2013-12-17 08:17:38",
"3250","jon","Examinee Kayden Henderson exam complete email sent by jon","2013-12-17 08:18:00",
"3251","jon","Examinee Kayden Henderson exam complete email sent by jon","2013-12-17 08:25:40",
"3252","jon","Invigilator jon  signed in","2013-12-17 08:26:06",
"3253","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:26:06",
"3254","1862","exam sequence built for Ruby Martinez","2013-12-17 08:26:11",
"3255","1862","exam started for Ruby Martinez","2013-12-17 08:26:13",
"3256","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:26:28",
"3257","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:27:03",
"3258","jon","Invigilator jon  signed in","2013-12-17 08:29:55",
"3259","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:29:55",
"3260","1861","exam started for Kayden Henderson","2013-12-17 08:30:09",
"3261","jon","Examinee Kayden Henderson exam complete email sent by jon","2013-12-17 08:30:14",
"3262","jon","Invigilator jon  signed in","2013-12-17 08:35:57",
"3263","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 08:35:57",
"3264","1862","exam started for Ruby Martinez","2013-12-17 08:36:04",
"3265","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:36:12",
"3266","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:38:02",
"3267","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:42:15",
"3268","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:42:40",
"3269","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:42:55",
"3270","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:43:09",
"3271","jon","Examinee Ruby Martinez exam complete email sent by jon","2013-12-17 08:43:34",
"3272","0"," logged out","2013-12-17 16:29:25",
"3273","0"," logged out","2013-12-17 16:37:22",
"3274","jon","Invigilator jon  signed in","2013-12-17 16:38:11",
"3275","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 16:38:11",
"3276","jon","Invigilator jon  signed in","2013-12-17 16:38:47",
"3277","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 16:38:47",
"3278","jon","Invigilator jon  signed in","2013-12-17 16:40:08",
"3279","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 16:40:08",
"3280","jon","Invigilator jon  signed in","2013-12-17 16:42:42",
"3281","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-17 16:42:42",
"3282","0"," logged out","2013-12-17 16:45:05",
"3283","0"," logged out","2013-12-17 16:45:53",
"3284","Admin01","Administrator  Admin01 signed in","2013-12-18 16:00:25",
"3285","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-18 16:00:25",
"3286","Admin01","Examainee  approval email sent by Admin01","2013-12-18 16:00:35",
"3287","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 16:01:04",
"3288","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 16:04:50",
"3289","Admin01","Administrator  Admin01 signed in","2013-12-18 16:24:23",
"3290","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-18 16:24:23",
"3291","Admin01","Examinee a b edited by Admin01","2013-12-18 16:26:07",
"3292","Admin01","Admin01 logged out","2013-12-18 16:26:55",
"3293","jon","Invigilator jon  signed in","2013-12-18 16:27:03",
"3294","jon","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-18 16:27:03",
"3295","1871","exam sequence built for a b","2013-12-18 16:27:59",
"3296","1871","exam started for a b","2013-12-18 16:28:08",
"3297","jon","Examinee a b exam complete email sent by jon","2013-12-18 16:28:38",
"3298","0"," logged out","2013-12-18 16:29:16",
"3299","Admin01","Administrator  Admin01 signed in","2013-12-18 17:12:11",
"3300","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-18 17:12:11",
"3301","Admin01","Admin01 logged out","2013-12-18 17:12:27",
"3302","jon","Invigilator jon  signed in","2013-12-18 17:12:31",
"3303","jon","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-18 17:12:31",
"3304","jon","jon logged out","2013-12-18 17:12:55",
"3305","Admin01","Administrator  Admin01 signed in","2013-12-18 17:13:02",
"3306","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-18 17:13:02",
"3307","0"," logged out","2013-12-18 17:27:29",
"3308","Admin01","Administrator  Admin01 signed in","2013-12-18 17:27:54",
"3309","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-18 17:27:54",
"3310","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:04",
"3311","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:08",
"3312","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:28",
"3313","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:29",
"3314","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:49",
"3315","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:28:50",
"3316","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:31:45",
"3317","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:31:45",
"3318","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:32:38",
"3319","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:32:38",
"3320","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:33:52",
"3321","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:33:53",
"3322","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:36:26",
"3323","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 17:36:26",
"3324","0"," logged out","2013-12-18 19:46:40",
"3325","Admin01","Administrator  Admin01 signed in","2013-12-18 19:46:46",
"3326","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-18 19:46:46",
"3327","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 19:47:23",
"3328","Admin01","Examainee Kayden Henderson approval email sent by Admin01","2013-12-18 19:47:25",
"3329","Admin01","Administrator  Admin01 signed in","2013-12-19 11:11:38",
"3330","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-19 11:11:38",
"3331","0"," logged out","2013-12-20 11:14:46",
"3332","jon","Invigilator jon  signed in","2013-12-20 11:14:51",
"3333","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36","2013-12-20 11:14:51",
"3334","jon","jon logged out","2013-12-20 11:14:57",
"3335","1863","exam sequence built for Nevaeh King","2013-12-20 11:14:57",
"3336","1863","exam started for Nevaeh King","2013-12-20 11:15:00",
"3337","0","Examinee Nevaeh King exam complete email sent by ","2013-12-20 11:15:09",
"3338","jon","Invigilator jon  signed in","2013-12-20 12:17:03",
"3339","jon","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36","2013-12-20 12:17:03",
"3340","jon","jon logged out","2013-12-20 12:17:05",
"3341","Admin01","Administrator  Admin01 signed in","2013-12-20 12:18:03",
"3342","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36","2013-12-20 12:18:03",
"3343","Admin01","Examinee don doe edited by Admin01","2013-12-20 12:18:21",
"3344","Admin01","Admin01 logged out","2013-12-20 12:18:24",
"3345","jon","Invigilator jon  signed in","2013-12-20 12:18:28",
"3346","jon","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36","2013-12-20 12:18:28",
"3347","jon","jon logged out","2013-12-20 12:18:32",
"3348","1874","exam sequence built for don doe","2013-12-20 12:18:32",
"3349","1874","exam started for don doe","2013-12-20 12:18:34",
"3350","0","Examinee don doe exam complete email sent by ","2013-12-20 12:18:50",
"3351","0"," logged out","2013-12-20 12:19:07",
"3352","Admin01","Administrator  Admin01 signed in","2013-12-20 12:19:13",
"3353","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36","2013-12-20 12:19:13",
"3354","Admin01","Admin01 logged out","2013-12-20 12:19:28",
"3355","0"," logged out","2013-12-20 18:43:58",
"3356","0"," logged out","2013-12-22 06:35:02",
"3357","0"," logged out","2013-12-22 06:35:18",
"3358","0"," logged out","2013-12-22 06:36:08",
"3359","Admin01","Administrator  Admin01 signed in","2013-12-27 15:21:35",
"3360","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0","2013-12-27 15:21:35",
"3361","Admin01","Administrator  Admin01 signed in","2013-12-28 14:04:19",
"3362","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0","2013-12-28 14:04:19",
"3363","Admin01","Invigilator Adam1 Hunter added byAdmin01","2013-12-28 14:05:35",
"3364","Admin01","Invigilator Adam2 Hunter added byAdmin01","2013-12-28 14:07:09",
"3365","0"," logged out","2013-12-28 22:47:49",
"3366","Admin01","Administrator  Admin01 signed in","2014-01-03 13:48:53",
"3367","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0","2014-01-03 13:48:53",
"3368","Admin01","Invigilator Adam3 Hunter added byAdmin01","2014-01-03 13:52:28",
"3369","Admin01","Administrator  Admin01 signed in","2014-01-03 14:04:35",
"3370","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0","2014-01-03 14:04:35",
"3371","Admin01","Administrator  Admin01 signed in","2014-01-03 14:08:04",
"3372","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0","2014-01-03 14:08:04",
"3373","Admin01","Examainee DrTCM1 Last approval email sent by Admin01","2014-01-03 14:10:18",
"3374","Admin01","Invigilator Adam1 Hunter approval email sent by Admin01","2014-01-03 14:10:18",
"3375","Admin01","Examainee DrTCM1 Last approval email sent by Admin01","2014-01-03 14:10:44",
"3376","Admin01","Invigilator Adam1 Hunter approval email sent by Admin01","2014-01-03 14:10:44",
"3377","Admin01","Examainee Herb1 Last approval email sent by Admin01","2014-01-03 14:18:00",
"3378","Admin01","Invigilator Adam3 Hunter approval email sent by Admin01","2014-01-03 14:18:00",
"3379","Admin01","Examainee Reci1 Last approval email sent by Admin01","2014-01-03 14:18:45",
"3380","Admin01","Invigilator Adam1 Hunter approval email sent by Admin01","2014-01-03 14:18:45",
"3381","Admin01","Examainee DrTCM1 Last approval email sent by Admin01","2014-01-03 14:18:56",
"3382","Admin01","Invigilator Adam1 Hunter approval email sent by Admin01","2014-01-03 14:18:56",
"3383","Admin01","Examainee Acup1 Last approval email sent by Admin01","2014-01-03 14:22:10",
"3384","Admin01","Invigilator Adam2 Hunter approval email sent by Admin01","2014-01-03 14:22:10",
"3385","Admin01","Examinee Test1 Last edited by Admin01","2014-01-03 14:29:34",
